PreferredSponsors,Gender,Country,city,isFromSocialMedia,SignUpDate,Year,Month,NumPreferredSponsors,Excelerate
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",1,India,Suchindrum,0,2023-08-16,2023,8,5,True
"[""Illinois Institute of Technology"",""Grant Thornton China"",""Excelerate""]",2,United States,Plainfield,0,2022-10-04,2022,10,3,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",1,Nigeria,Lagos,1,2023-04-01,2023,4,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",1,Nigeria,Portharcourt,1,2023-04-14,2023,4,5,True
"[""GlobalShala"",""Saint Louis University"",""Excelerate""]",2,United States,saint louis,0,2023-04-17,2023,4,3,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",2,India,Secunderabad,0,2023-08-21,2023,8,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",1,Pakistan,Karachi,1,2023-03-31,2023,3,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",2,India,Indore,0,2023-05-28,2023,5,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",2,India,Vadodara,0,2023-06-14,2023,6,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",2,India,Coimbatore,0,2023-04-13,2023,4,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",1,Nigeria,Lafia,1,2023-07-22,2023,7,5,True
"[""GlobalShala"",""Illinois Institute of Technology"",""Saint Louis University"",""Grant Thornton China"",""Excelerate""]",2,India,Vijayawada,0,2022-08-28,2022,8,5,True
"[""GlobalShala"",""Saint Louis University"",""Illinois Institute of Technology"",""Grant Thornton China"",""Excelerate""]",1,United States,Saint Louis,0,2023-01-06,2023,1,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",2,India,ChinnaSalem,0,2023-06-16,2023,6,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",1,Nigeria,Lagos,0,2023-06-15,2023,6,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",1,India,RAIPUR,0,2023-07-09,2023,7,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",2,India,Ahmedabad,1,2023-06-19,2023,6,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",1,Egypt,Cairo,0,2023-07-07,2023,7,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",2,India,Udaipur,0,2023-07-06,2023,7,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",1,United States,Saint Louis,1,2023-07-12,2023,7,5,True
"[""Illinois Institute of Technology"",""Grant Thornton China"",""Excelerate""]",1,United States,Summit,0,2022-12-11,2022,12,3,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",1,India,Jaunpur,1,2023-06-11,2023,6,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",2,Pakistan,Rawalpindi,1,2023-08-09,2023,8,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",1,Nigeria,Akure,0,2023-11-09,2023,11,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",2,Nigeria,Enugu,1,2023-05-10,2023,5,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",1,Nigeria,Ijebu Ode,1,2023-07-22,2023,7,5,True
"[""Saint Louis University""]",1,United States,ST LOUIS,0,2023-10-09,2023,10,1,False
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",2,India,Khammam,0,2023-04-26,2023,4,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",2,India,Nagpur,0,2023-05-06,2023,5,5,True
"[""GlobalShala"",""Grant Thornton China"",""Illinois Institute of Technology"",""Excelerate"",""Saint Louis University""]",1,India,Namakkal,1,2023-06-03,2023,6,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",2,India,Meerut,1,2023-03-21,2023,3,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",1,Saudi Arabia,Riyadh,0,2023-07-20,2023,7,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",1,India,Pune,0,2023-08-11,2023,8,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",1,Nigeria,Jos,0,2023-06-13,2023,6,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",2,Egypt,Elshrouk,1,2023-04-27,2023,4,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",1,Vietnam,Dong Tam,1,2023-07-06,2023,7,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",2,Nigeria,Ikeja,1,2023-06-16,2023,6,5,True
"[""GlobalShala"",""Illinois Institute of Technology"",""Saint Louis University"",""Grant Thornton China"",""Excelerate""]",1,United States,Lake Forest,0,2022-09-21,2022,9,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",2,India,Pune,0,2023-05-08,2023,5,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",1,India,Pen,1,2023-06-03,2023,6,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",2,Bangladesh,Dhaka,1,2023-06-11,2023,6,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",2,United States,Saint Louis,0,2023-08-16,2023,8,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",1,Nigeria,Lagos,1,2023-06-13,2023,6,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",2,Lebanon,Sinn el Fil,1,2023-04-16,2023,4,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",1,India,Trichy,1,2023-06-13,2023,6,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",1,Nigeria,Gbagada,0,2023-07-24,2023,7,5,True
"[""GlobalShala"",""Grant Thornton China"",""Illinois Institute of Technology"",""Excelerate"",""Saint Louis University""]",2,India,Haspura,1,2023-03-20,2023,3,5,True
"[""GlobalShala"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",2,Pakistan,Mirpurkhas,1,2023-03-19,2023,3,4,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",2,Nigeria,portharcourt,1,2023-04-20,2023,4,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",1,Nepal,Kathmandu,0,2023-02-20,2023,2,5,True
"[""Saint Louis University"",""Grant Thornton China"",""Excelerate""]",2,United States,San Jose,0,2022-11-17,2022,11,3,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",2,India,Cuddalore,0,2023-07-11,2023,7,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",2,India,Dadri,0,2023-06-16,2023,6,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",2,Egypt,Shubra,1,2023-06-16,2023,6,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",1,India,Delhi,1,2023-05-24,2023,5,5,True
"[""GlobalShala"",""Illinois Institute of Technology"",""Saint Louis University"",""Grant Thornton China"",""Excelerate""]",2,India,Borsad,0,2022-09-16,2022,9,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",2,Nigeria,Ibadan,1,2023-03-22,2023,3,5,True
"[""GlobalShala"",""Illinois Institute of Technology"",""Saint Louis University"",""Grant Thornton China"",""Excelerate""]",1,China,Suzhou,0,2022-12-11,2022,12,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",2,India,Proddatur,0,2023-06-28,2023,6,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",1,India,Pune,0,2023-06-15,2023,6,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",2,India,Nashik,1,2023-05-31,2023,5,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",1,Pakistan,Islamabad,1,2023-07-31,2023,7,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",1,India,Bhopal,1,2023-08-16,2023,8,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",2,India,pusad,0,2023-06-16,2023,6,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",2,India,ramgarh,1,2023-11-12,2023,11,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",1,India,DELHI,1,2023-08-28,2023,8,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",1,United States,St louis,1,2023-08-25,2023,8,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",2,United States,Bronx,1,2023-07-11,2023,7,5,True
"[""GlobalShala"",""Illinois Institute of Technology"",""Saint Louis University"",""Grant Thornton China"",""Excelerate""]",2,Saudi Arabia,Jeddah,0,2022-09-02,2022,9,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",2,India,Cuddalore,0,2023-08-03,2023,8,5,True
"[""GlobalShala"",""Illinois Institute of Technology"",""Grant Thornton China"",""Excelerate""]",2,United States,Simpsonville,0,2022-09-27,2022,9,4,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",1,Nigeria,Ibadan,0,2023-07-07,2023,7,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",1,Nigeria,Surulere,1,2023-06-15,2023,6,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",1,United States,Lilburn,1,2023-07-15,2023,7,5,True
"[""Illinois Institute of Technology"",""Grant Thornton China"",""Excelerate""]",2,India,Venkatapuram,0,2022-09-29,2022,9,3,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",2,Ukraine,Kamyanske,1,2023-05-30,2023,5,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",2,India,Hyderabad,1,2023-06-16,2023,6,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",2,Pakistan,Jatoi,1,2023-06-12,2023,6,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",2,India,Gurgaon,1,2023-08-28,2023,8,5,True
"[""Illinois Institute of Technology"",""Grant Thornton China"",""Excelerate""]",1,India,Hyderabad,0,2023-01-18,2023,1,3,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",2,Nepal,Sunwal,0,2023-06-13,2023,6,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",2,Nigeria,Ajegunle,1,2023-05-13,2023,5,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",2,India,North West Delhi,0,2023-07-24,2023,7,5,True
"[""GlobalShala"",""Illinois Institute of Technology"",""Saint Louis University"",""Grant Thornton China"",""Excelerate""]",2,India,Hyderabad,0,2022-08-25,2022,8,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",2,India,Katwaria Sarai,1,2023-04-15,2023,4,5,True
"[""Saint Louis University""]",2,United States,St louis,0,2023-09-01,2023,9,1,False
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",2,India,kadapa,0,2023-02-26,2023,2,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",1,India,Howrah,1,2023-04-23,2023,4,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",1,Nigeria,Ogudu,0,2023-03-28,2023,3,5,True
"[""Illinois Institute of Technology"",""Grant Thornton China"",""Excelerate""]",2,United States,Orlando,0,2022-10-21,2022,10,3,True
"[""Illinois Institute of Technology"",""Grant Thornton China"",""Excelerate""]",1,India,Indore,0,2022-10-11,2022,10,3,True
"[""GlobalShala"",""Saint Louis University"",""Illinois Institute of Technology"",""Grant Thornton China"",""Excelerate""]",2,United States,Glenview,0,2023-01-26,2023,1,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",2,Nigeria,Isolo,0,2023-07-24,2023,7,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",2,India,Khod pali,0,2023-06-25,2023,6,5,True
"[""Saint Louis University""]",1,United States,StLouis,0,2023-09-20,2023,9,1,False
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",1,India,Am,0,2023-06-16,2023,6,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",1,India,Chennai,1,2023-06-18,2023,6,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",1,Nigeria,Owerri,0,2023-07-31,2023,7,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",2,Egypt,Mansoura,1,2023-07-23,2023,7,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",2,India,guntur,1,2023-08-24,2023,8,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",2,Nigeria,Ijebu Ode,0,2023-07-28,2023,7,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",0,India,Jaipur,1,2023-03-21,2023,3,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",2,India,New Panvel,0,2023-07-20,2023,7,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",1,Egypt,Cairo,1,2023-06-13,2023,6,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",1,United States,Chicago,1,2023-04-26,2023,4,5,True
"[""GlobalShala"",""Illinois Institute of Technology"",""Saint Louis University"",""Grant Thornton China"",""Excelerate""]",2,India,Bangalore,0,2022-09-29,2022,9,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",1,Egypt,Suez,0,2023-06-13,2023,6,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",1,Ghana,Koforidua,0,2023-07-11,2023,7,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",1,India,Kadur,0,2023-06-16,2023,6,5,True
"[""Saint Louis University"",""Grant Thornton China"",""Excelerate""]",2,Nigeria,Ibadan,0,2023-01-21,2023,1,3,True
"[""GlobalShala"",""Saint Louis University"",""Illinois Institute of Technology"",""Grant Thornton China"",""Excelerate""]",2,India,Bangalore,0,2023-02-04,2023,2,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",2,India,Chandannagar,1,2023-07-07,2023,7,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",2,United States,MO,1,2023-03-30,2023,3,5,True
"[""Illinois Institute of Technology"",""Grant Thornton China"",""Excelerate""]",1,India,Khammam,0,2022-12-11,2022,12,3,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",2,Pakistan,Sahowali,1,2023-06-15,2023,6,5,True
"[""Saint Louis University""]",2,United States,Saint Louis,0,2023-09-08,2023,9,1,False
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",2,India,Kolkata,0,2023-02-20,2023,2,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",2,Nigeria,Bauchi,0,2023-03-30,2023,3,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",2,India,Jayashankar bhupalpally,0,2023-06-01,2023,6,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",2,India,visakhapatnam,0,2023-07-06,2023,7,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",2,Pakistan,Islamabad,1,2023-08-06,2023,8,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",2,Kenya,Nairobi,1,2023-06-16,2023,6,5,True
"[""Saint Louis University""]",1,India,Mangalore,0,2023-06-16,2023,6,1,False
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",2,India,SEVVAPET THIRUVALLUR,0,2023-08-15,2023,8,5,True
"[""GlobalShala"",""Illinois Institute of Technology"",""Saint Louis University"",""Grant Thornton China"",""Excelerate""]",2,United States,Cleveland,0,2022-08-10,2022,8,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",1,United States,Plainsboro,1,2023-06-04,2023,6,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",2,Ghana,Accra,1,2023-07-07,2023,7,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",1,India,Pune,0,2023-03-20,2023,3,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",1,Ghana,Haatso,1,2023-08-25,2023,8,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",2,Nigeria,Surulere,1,2023-06-05,2023,6,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",1,United Kingdom,BOLTON,1,2023-07-22,2023,7,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",2,India,Mysuru,1,2023-07-07,2023,7,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",2,Nigeria,Ikorodu,0,2023-07-22,2023,7,5,True
"[""Excelerate""]",2,United States,Saint Louis,1,2023-11-12,2023,11,1,True
"[""Saint Louis University"",""Excelerate"",""GlobalShala""]",2,United States,stlouis,1,2023-09-06,2023,9,3,True
"[""Illinois Institute of Technology"",""Grant Thornton China"",""Excelerate""]",1,United States,Chicago,0,2022-10-15,2022,10,3,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",2,India,haryana,0,2023-07-25,2023,7,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",2,India,Ahmedabad,1,2023-06-13,2023,6,5,True
"[""Saint Louis University"",""Grant Thornton China"",""Excelerate""]",2,India,Nellore,0,2023-02-24,2023,2,3,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",2,Ghana,Accra,0,2023-06-16,2023,6,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",2,Nigeria,GoninGora,1,2023-06-16,2023,6,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",2,United States,saint louis,0,2023-08-23,2023,8,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",2,India,Kharagpur,0,2023-06-13,2023,6,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",2,India,Dehradun,0,2023-07-06,2023,7,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",2,India,Khanpur,1,2023-05-03,2023,5,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",1,Nigeria,Jos,0,2023-05-14,2023,5,5,True
"[""GlobalShala"",""Illinois Institute of Technology"",""Saint Louis University"",""Grant Thornton China"",""Excelerate""]",2,India,Bhavnagar,0,2022-12-11,2022,12,5,True
"[""Illinois Institute of Technology"",""Grant Thornton China"",""Excelerate""]",1,Singapore,Singapore,0,2022-11-20,2022,11,3,True
"[""GlobalShala"",""Illinois Institute of Technology"",""Saint Louis University"",""Grant Thornton China"",""Excelerate""]",1,India,Udupi,0,2022-08-26,2022,8,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",1,India,Chennai,0,2023-06-15,2023,6,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",1,India,Orvakal,1,2023-05-08,2023,5,5,True
"[""GlobalShala"",""Illinois Institute of Technology"",""Saint Louis University"",""Grant Thornton China"",""Excelerate""]",1,United States,Chicago,0,2022-10-12,2022,10,5,True
"[""GlobalShala"",""Saint Louis University"",""Excelerate""]",1,United States,saint louis,0,2023-07-30,2023,7,3,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",2,India,Jajpur,0,2023-07-11,2023,7,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",2,India,wardha,1,2023-06-14,2023,6,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",2,India,Kolkata,1,2023-07-24,2023,7,5,True
"[""GlobalShala"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate"",""Grant Thornton China""]",2,India,Hyderbad,1,2023-08-05,2023,8,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",2,Nigeria,DUTSE,1,2023-07-07,2023,7,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",2,India,Perambalur,1,2023-06-21,2023,6,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",2,India,Delhi,0,2023-03-04,2023,3,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",2,Egypt,Alexandria,0,2023-08-03,2023,8,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",1,Ghana,Accra,0,2023-07-22,2023,7,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",1,India,hyderabad,0,2023-05-04,2023,5,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",2,Ghana,Tema,0,2023-03-16,2023,3,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",1,Kenya,Nairobi,0,2023-03-17,2023,3,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",2,India,Jaipur,1,2023-03-14,2023,3,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",1,Nigeria,Ibadan,1,2023-08-10,2023,8,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",1,India,Surat,1,2023-06-14,2023,6,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",2,India,Rangareddy,0,2023-10-20,2023,10,5,True
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",2,India,Kolkata,1,2023-06-16,2023,6,5,True
"[""Saint Louis University""]",2,United States,Saint Louis,0,2023-08-28,2023,8,1,False
"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",2,India,Hyderabad,1,2023-06-27,2023,6,5,True
